emp_no,first_name,last_name,title,salary,to_date
284264,Kayoko,Jarecki,Senior Engineer,47899,9999-01-01
284265,Christoph,Lubachevsky,Senior Staff,67627,9999-01-01
284278,Katsuyuki,Leppanen,Senior Staff,46725,9999-01-01
284304,Nirmal,Malabarba,Engineer,40000,9999-01-01
284306,Katsuyuki,Birrer,Senior Engineer,40000,9999-01-01
284334,Alper,Stifter,Technique Leader,76952,9999-01-01
284336,Yechiam,Gornas,Senior Engineer,62423,9999-01-01
284343,Jeanne,Velardi,Senior Engineer,47307,9999-01-01
284359,Shaowen,Warwick,Senior Staff,63154,9999-01-01
284360,Kwun,Sommen,Technique Leader,49745,9999-01-01
284385,Xiaocheng,Marletta,Staff,67060,9999-01-01
284386,Kinh,Slobodova,Senior Staff,40000,9999-01-01
284391,Berto,Bennet,Technique Leader,50438,9999-01-01
284393,Ronghao,Passafiume,Senior Engineer,40000,9999-01-01
284394,Collette,Fontet,Senior Engineer,44523,9999-01-01
284411,True,Lorin,Senior Engineer,40000,9999-01-01
284423,Sudharsan,Szmurlo,Senior Staff,68726,9999-01-01
284449,Berna,McFarlin,Senior Staff,55890,9999-01-01
284454,Ravishankar,Leppanen,Senior Engineer,43766,9999-01-01
284457,Eric,Luders,Senior Staff,54398,9999-01-01
284459,Souichi,Waeselynck,Senior Engineer,53462,9999-01-01
284465,Aria,Rosiles,Engineer,73986,9999-01-01
284474,Mona,Petersohn,Senior Staff,78001,9999-01-01
284492,Armond,Birsak,Senior Staff,74457,9999-01-01
284516,Anyuan,Borstler,Senior Engineer,40000,9999-01-01
284529,Berry,Danlos,Senior Engineer,40351,9999-01-01
284530,Almudena,Borstler,Senior Engineer,47670,9999-01-01
284538,Joydip,Leaver,Engineer,40000,9999-01-01
284546,Sadok,Ouhyoung,Senior Engineer,46672,9999-01-01
284559,Danny,Sooriamurthi,Senior Engineer,40000,9999-01-01
284560,Adin,Valiente,Staff,54947,9999-01-01
284572,Piyush,Luan,Senior Staff,41232,9999-01-01
284573,Fei,Siksek,Senior Engineer,40000,9999-01-01
284579,Paddy,Kambil,Senior Staff,40000,9999-01-01
284580,Sreenivas,Quittner,Senior Engineer,40000,9999-01-01
284582,Cullen,Gils,Senior Staff,49122,9999-01-01
284584,Suvo,Wegerle,Senior Engineer,45234,9999-01-01
284587,Basil,Siegrist,Senior Engineer,61169,9999-01-01
284589,Ult,Kaiserswerth,Senior Staff,40000,9999-01-01
284592,Angus,Montresor,Staff,51408,9999-01-01
284593,Torsten,Merks,Senior Staff,58869,9999-01-01
284594,Sahrah,Rouquie,Senior Staff,55783,9999-01-01
284602,Bojan,Champarnaud,Senior Staff,63324,9999-01-01
284603,Zijian,Besselaar,Senior Staff,40000,9999-01-01
284617,Zhanqiu,Pell,Senior Engineer,49318,9999-01-01
284622,Deborah,Worfolk,Senior Staff,73808,9999-01-01
284627,Werner,Itzfeldt,Staff,40000,9999-01-01
284631,Alois,Kieras,Senior Staff,40000,9999-01-01
284635,Hongzhu,Rodite,Senior Engineer,48333,9999-01-01
284637,Odoardo,Avouris,Senior Staff,40000,9999-01-01
284652,Pranas,Compeau,Senior Engineer,48025,9999-01-01
284654,Becky,Decleir,Technique Leader,52541,9999-01-01
284655,Mohd,Nanard,Senior Staff,81668,9999-01-01
284657,Ipke,Chaudhury,Senior Staff,82104,9999-01-01
284662,Mrinalini,Schahn,Senior Staff,40000,9999-01-01
284669,Genevieve,Tagansky,Engineer,59539,9999-01-01
284674,Krassimir,Monarch,Senior Staff,80240,9999-01-01
284696,Rasikan,Basart,Staff,45787,9999-01-01
284705,Gila,Anandan,Senior Engineer,40000,9999-01-01
284714,Sadok,Mitchem,Engineer,40000,9999-01-01
284720,Heping,Falster,Senior Staff,55593,9999-01-01
284728,Aris,Legleitner,Senior Staff,57709,9999-01-01
284730,Harngdar,Constantine,Staff,40000,9999-01-01
284746,Torsten,Dusink,Senior Staff,40000,9999-01-01
284748,Jayson,Ozeki,Senior Staff,62458,9999-01-01
284752,Aemilian,Schaad,Senior Staff,47290,9999-01-01
284758,Odoardo,Krichel,Senior Staff,73021,9999-01-01
284762,Chinho,Akiyama,Senior Engineer,62248,9999-01-01
284783,Shahab,Assaf,Senior Engineer,40000,9999-01-01
284786,Wojceich,Piveteau,Senior Staff,44378,9999-01-01
284802,Dinkar,Heystek,Senior Staff,67361,9999-01-01
284809,Tru,Danner,Senior Engineer,76478,9999-01-01
284818,Aron,Lortz,Senior Engineer,40000,9999-01-01
284830,Stafford,Luff,Senior Staff,77650,9999-01-01
284834,Doowon,Rohrbach,Senior Staff,40000,9999-01-01
284847,Shugo,Seghrouchni,Senior Engineer,40502,9999-01-01
284851,Valter,Genther,Senior Engineer,40681,9999-01-01
284859,Alassane,Krogh,Senior Engineer,59876,9999-01-01
284874,Vidar,Langford,Senior Engineer,64425,9999-01-01
284876,Kwun,Lorys,Engineer,55392,9999-01-01
284883,Pohua,Marrevee,Senior Engineer,40000,9999-01-01
284896,Tsuneo,Mateescu,Senior Engineer,55879,9999-01-01
284905,Bingning,Koshino,Senior Engineer,62091,9999-01-01
284910,Uwe,Streng,Senior Staff,76468,9999-01-01
284935,Shaw,Sadowski,Technique Leader,43926,9999-01-01
284947,Martial,Vidal,Senior Staff,78111,9999-01-01
284965,Kristof,Camurati,Senior Engineer,52131,9999-01-01
284978,Toong,Conta,Senior Staff,58344,9999-01-01
284990,Froduald,Theuretzbacher,Senior Staff,63447,9999-01-01
284991,Morris,Reeken,Senior Staff,55830,9999-01-01
284992,Toshiki,Schaft,Senior Engineer,60257,9999-01-01
285002,Turgut,Ranai,Senior Engineer,42271,9999-01-01
285015,Gudjon,Tetzlaff,Senior Engineer,60443,9999-01-01
285017,Hideyuki,Tibblin,Senior Engineer,40000,9999-01-01
285025,Otmar,Kuszyk,Senior Staff,41133,9999-01-01
285057,Georgi,Edelhoff,Senior Engineer,54354,9999-01-01
285061,Babette,Baja,Senior Staff,54939,9999-01-01
285065,Adas,Hitomi,Senior Engineer,48100,9999-01-01
285068,Genta,Felcyn,Engineer,40000,9999-01-01
285077,Berna,Hofman,Senior Engineer,71086,9999-01-01
285085,Jouni,Rosch,Senior Engineer,42672,9999-01-01
285087,Masako,Badache,Senior Staff,70724,9999-01-01
285097,Serap,Shiratori,Senior Staff,40000,9999-01-01
285106,Cedric,Siepmann,Senior Engineer,40000,9999-01-01
285127,Marla,Lindenbaum,Senior Staff,50351,9999-01-01
285137,Bluma,Ohori,Senior Engineer,66028,9999-01-01
285146,Sachio,Birke,Senior Staff,54308,9999-01-01
285150,Zejun,Chinal,Senior Staff,62358,9999-01-01
285158,Manton,Feldhoffer,Senior Staff,40000,9999-01-01
285161,Lihong,Sommer,Senior Engineer,49682,9999-01-01
285165,Peer,Rajcani,Senior Engineer,40000,9999-01-01
285178,Valdiodio,Stanfel,Senior Engineer,40000,9999-01-01
285189,Yongqiao,Roccetti,Senior Engineer,71015,9999-01-01
285193,Ayakannu,Luga,Senior Staff,40000,9999-01-01
285203,Domenick,Hasenauer,Senior Staff,47632,9999-01-01
285207,Charmane,Seuren,Senior Engineer,55941,9999-01-01
285216,Maria,Motley,Technique Leader,40000,9999-01-01
285223,Alois,Pusterhofer,Senior Engineer,57188,9999-01-01
285226,Adib,Schonegge,Senior Engineer,40000,9999-01-01
285237,Barun,Sgarro,Technique Leader,75921,9999-01-01
285243,Lakshmi,Vieth,Senior Staff,52052,9999-01-01
285244,Suvo,Kaelbling,Senior Staff,40000,9999-01-01
285256,Ayonca,Brendel,Senior Engineer,57782,9999-01-01
285268,Berto,Valtorta,Senior Engineer,57369,9999-01-01
285271,Marjo,Esteva,Senior Engineer,52101,9999-01-01
285272,Herbert,Aseltine,Senior Staff,52117,9999-01-01
285294,Sorina,Kitai,Senior Engineer,56537,9999-01-01
285297,Huai,Czap,Senior Engineer,40000,9999-01-01
285308,Domenico,Miake,Senior Staff,85766,9999-01-01
285326,Adit,Chenney,Staff,47512,9999-01-01
285331,Kagan,Winter,Senior Engineer,40000,9999-01-01
285342,Nevio,Velasco,Engineer,41451,9999-01-01
285345,Gennady,Peak,Engineer,47229,9999-01-01
285348,Jianhui,Bardell,Senior Engineer,40000,9999-01-01
285393,Carrsten,Kaelbling,Senior Staff,85416,9999-01-01
285400,Aluzio,Pollock,Senior Engineer,45572,9999-01-01
285416,Pranav,Nivat,Staff,44361,9999-01-01
285417,Taizo,Talmor,Staff,40000,9999-01-01
285429,Amabile,Kavvadias,Senior Engineer,40000,9999-01-01
285437,Toshiko,Jumpertz,Senior Staff,55969,9999-01-01
285442,Christoph,Benaini,Senior Staff,69607,9999-01-01
285470,Gill,Turnbull,Senior Staff,50475,9999-01-01
285491,Oguz,Conia,Senior Staff,67022,9999-01-01
285494,Goncalo,Reeker,Senior Engineer,40000,9999-01-01
285513,Adin,Kamber,Technique Leader,40000,9999-01-01
285514,Bikash,Azevdeo,Senior Staff,61343,9999-01-01
285523,Woody,Picco,Senior Engineer,40000,9999-01-01
285524,Anoosh,Gimbel,Senior Staff,90267,9999-01-01
285534,Tran,Kulisch,Senior Staff,40000,9999-01-01
285551,Zita,Erie,Senior Staff,76269,9999-01-01
285554,Ziyad,Brandsma,Senior Staff,40000,9999-01-01
285559,Sanjai,Boguraev,Staff,57702,9999-01-01
285560,Shigehito,Barinka,Senior Engineer,47843,9999-01-01
285564,Niteen,Schwartzbauer,Senior Staff,40000,9999-01-01
285565,Shigeaki,Schonegge,Senior Engineer,56659,9999-01-01
285572,Huiqun,Monarch,Senior Engineer,40000,9999-01-01
285592,Kensyu,Beeson,Senior Staff,40000,9999-01-01
285609,Tetsushi,Uludag,Senior Staff,68011,9999-01-01
285622,Venkatesan,Speek,Senior Staff,69482,9999-01-01
285623,Kenroku,Haraldson,Senior Staff,73476,9999-01-01
285627,Dzung,Foong,Senior Staff,55352,9999-01-01
285637,Surveyors,Crelier,Senior Staff,61826,9999-01-01
285641,Naraig,Reghbati,Senior Staff,61473,9999-01-01
285643,Dulce,Rusterholz,Assistant Engineer,64562,9999-01-01
285644,Duri,Schnelling,Engineer,40000,9999-01-01
285649,Gian,Ranai,Engineer,48375,9999-01-01
285652,Tomokazu,Gewali,Senior Engineer,88144,9999-01-01
285654,Ashish,Haldar,Senior Engineer,40000,9999-01-01
285659,Mabhin,Lorys,Senior Staff,69663,9999-01-01
285661,Spyrose,Beilner,Senior Staff,46747,9999-01-01
285663,Chriss,Giveon,Senior Staff,74806,9999-01-01
285664,Satyanarayana,Nannarelli,Senior Engineer,40000,9999-01-01
285673,Arnould,Chaudhury,Technique Leader,40000,9999-01-01
285675,Deborah,Orsini,Senior Staff,79670,9999-01-01
285677,Tsutomu,Luke,Senior Engineer,40000,9999-01-01
285680,Younwoo,Lieberherr,Senior Engineer,46924,9999-01-01
285688,Xinan,Itzfeldt,Senior Staff,40000,9999-01-01
285722,Shrikanth,Dratva,Senior Engineer,47399,9999-01-01
285728,Charlene,Papastamatiou,Senior Staff,50811,9999-01-01
285741,Kitty,Raney,Senior Staff,40000,9999-01-01
285743,Gretta,DasSarma,Engineer,40000,9999-01-01
285747,Berry,Zuberek,Senior Engineer,57645,9999-01-01
285749,Terresa,Jeong,Senior Engineer,40000,9999-01-01
285758,Maha,Ritzmann,Senior Engineer,40000,9999-01-01
285765,Sivanarayana,Showalter,Senior Staff,40000,9999-01-01
285766,Hsiangchu,Auyong,Senior Engineer,60818,9999-01-01
285781,Hein,Picaronny,Senior Staff,68699,9999-01-01
285782,Jaideep,Bultermann,Engineer,40000,9999-01-01
285786,Toshiko,Emden,Senior Engineer,70729,9999-01-01
285789,Uli,Welham,Senior Staff,75992,9999-01-01
285800,Barry,Gargeya,Senior Engineer,40000,9999-01-01
285803,Almudena,Hertweck,Senior Staff,92125,9999-01-01
285819,Arno,Petersohn,Staff,40287,9999-01-01
285829,Jeanne,Henders,Senior Staff,95621,9999-01-01
285867,Barna,Pashtan,Senior Engineer,45006,9999-01-01
285874,Reuven,Clouatre,Senior Engineer,47111,9999-01-01
285928,Martien,Kornyak,Staff,52750,9999-01-01
285934,Zhilian,Antonakopoulos,Staff,78772,9999-01-01
285938,Serenella,Hiraishi,Senior Staff,85809,9999-01-01
285961,Tristan,Aloisi,Staff,40000,9999-01-01
285968,Herbert,Koblitz,Senior Staff,54525,9999-01-01
285986,Maia,Erez,Senior Staff,76788,9999-01-01
285987,Rildo,Hanabata,Senior Engineer,40000,9999-01-01
286000,Tonny,Eugenio,Staff,77473,9999-01-01
286004,Sachem,Schiper,Engineer,51290,9999-01-01
286016,Shigehito,Peha,Senior Staff,102221,9999-01-01
286017,Udo,Benantar,Staff,69308,9999-01-01
286023,Takahito,Tasistro,Senior Engineer,40000,9999-01-01
286032,Abdulla,Hempstead,Senior Staff,43757,9999-01-01
286049,KayLiang,Kading,Senior Engineer,40000,9999-01-01
286057,Bezalel,Stellhorn,Senior Engineer,40000,9999-01-01
286072,Christophe,Luit,Senior Staff,88769,9999-01-01
286076,Mary,Callaway,Senior Staff,63728,9999-01-01
286084,Adil,Swist,Senior Staff,55712,9999-01-01
286085,Hyuncheol,Muniz,Engineer,40000,9999-01-01
286090,Shaw,Sewelson,Senior Staff,80092,9999-01-01
286097,Matk,Kusalik,Senior Staff,40000,9999-01-01
286110,Khedija,Bazelow,Engineer,45736,9999-01-01
286117,Horward,Suri,Senior Engineer,40000,9999-01-01
286120,Etsuo,Farris,Senior Engineer,40000,9999-01-01
286128,Eckart,Mitsuhashi,Senior Staff,76193,9999-01-01
286144,Rutger,Birke,Technique Leader,40000,9999-01-01
286157,Claude,Rosenbaum,Senior Engineer,55511,9999-01-01
286165,Ghassan,Maierhofer,Senior Staff,40000,9999-01-01
286169,Fuqing,Chleq,Senior Engineer,57140,9999-01-01
286171,Zhensheng,Hettesheimer,Senior Staff,70163,9999-01-01
286195,Karlis,Hofting,Senior Staff,98427,9999-01-01
286206,King,Ulupinar,Engineer,44224,9999-01-01
286210,Venkatesan,Marrevee,Senior Staff,40000,9999-01-01
286218,Yoshimitsu,Decleir,Senior Engineer,64861,9999-01-01
286219,Gita,Rehfuss,Senior Staff,79655,9999-01-01
286221,Shahaf,Figueira,Senior Staff,60414,9999-01-01
286247,Vasilis,Sambasivam,Staff,54865,9999-01-01
286249,Jeong,Blokdijk,Senior Staff,43533,9999-01-01
286260,Suvo,Plotkin,Senior Engineer,52663,9999-01-01
286262,Surveyors,Hiroyama,Senior Engineer,40000,9999-01-01
286288,Fayez,Huhdanpaa,Senior Engineer,40000,9999-01-01
286292,Make,Eterovic,Senior Engineer,58324,9999-01-01
286319,Baziley,Quaggetto,Assistant Engineer,43514,9999-01-01
286334,Alenka,Sridhar,Senior Engineer,45161,9999-01-01
286347,Maya,Reistad,Senior Engineer,65670,9999-01-01
286362,Ramalingam,Chaudhury,Senior Engineer,64979,9999-01-01
286363,Brigham,Tsukuda,Senior Engineer,41850,9999-01-01
286374,Subbu,Buchter,Senior Engineer,56261,9999-01-01
286402,Giordano,Uehara,Staff,50093,9999-01-01
286412,Adas,Bresenham,Senior Engineer,40000,9999-01-01
286413,DAIDA,Manderick,Senior Engineer,40000,9999-01-01
286418,Tomokazu,Daescu,Senior Staff,66261,9999-01-01
286423,Dietrich,Flanders,Staff,100936,9999-01-01
286429,Gina,Acton,Senior Staff,47777,9999-01-01
286435,Zvonko,Cronan,Senior Staff,46228,9999-01-01
286439,Weicheng,Pfau,Senior Engineer,43339,9999-01-01
286440,Aleksandar,Huttel,Senior Engineer,40000,9999-01-01
286447,Alper,Schaft,Senior Engineer,40000,9999-01-01
286449,Randi,Khalid,Senior Engineer,40000,9999-01-01
286450,Basem,Fadgyas,Staff,40000,9999-01-01
286467,Ult,Molberg,Senior Staff,77162,9999-01-01
286473,Saniya,Azadmanesh,Senior Engineer,40000,9999-01-01
286477,Kazuhiro,Speel,Senior Staff,47818,9999-01-01
286485,Heeju,Wiegley,Senior Staff,40000,9999-01-01
286489,Fumiko,Arlazarov,Senior Engineer,40000,9999-01-01
286490,Gill,Ranai,Engineer,71935,9999-01-01
286493,Uma,Ciolek,Technique Leader,51989,9999-01-01
286502,Margo,Barbanera,Senior Staff,53931,9999-01-01
286503,Sigeru,Kaelbling,Senior Staff,40000,9999-01-01
286515,Debaprosad,Soicher,Senior Engineer,40000,9999-01-01
286526,Ulises,Dengi,Senior Engineer,51843,9999-01-01
286532,Paris,Codenie,Senior Staff,59765,9999-01-01
286534,Yonghoan,Eastman,Assistant Engineer,51086,9999-01-01
286550,Ghassan,Furudate,Engineer,40000,9999-01-01
286555,Muneo,Sichman,Senior Staff,40000,9999-01-01
286558,Waiman,Gubsky,Senior Staff,44870,9999-01-01
286562,Reuven,Azevdeo,Senior Staff,40773,9999-01-01
286583,Khue,Klassen,Senior Engineer,62593,9999-01-01
286589,Gill,Coombs,Staff,40000,9999-01-01
286590,Aral,Androutsos,Senior Engineer,42292,9999-01-01
286598,Yuuichi,Rissland,Senior Engineer,53439,9999-01-01
286607,Gianluca,Reeker,Technique Leader,40000,9999-01-01
286608,Giri,Acton,Senior Engineer,40912,9999-01-01
286615,Lokesh,Eterovic,Senior Staff,79393,9999-01-01
286632,Bingning,Ghemri,Staff,54542,9999-01-01
286634,Halsur,Underwood,Senior Staff,62280,9999-01-01
286635,Ger,Serna,Senior Staff,47910,9999-01-01
286636,Cordelia,Leivant,Technique Leader,40000,9999-01-01
286638,Srinidhi,Malinowski,Senior Staff,54854,9999-01-01
286646,Martien,Peres,Senior Engineer,51246,9999-01-01
286678,Tadanori,Oxenboll,Staff,42230,9999-01-01
286683,Katsuyuki,Decaestecker,Senior Staff,60121,9999-01-01
286696,Sachio,DuCasse,Senior Staff,52511,9999-01-01
286697,Ult,Melter,Senior Staff,86833,9999-01-01
286702,Chiranjit,Gischer,Senior Staff,46747,9999-01-01
286729,Kellyn,Besancenot,Senior Staff,40000,9999-01-01
286733,Shem,Crouzet,Senior Staff,74546,9999-01-01
286745,Baziley,Rajcani,Senior Staff,44082,9999-01-01
286755,Limsoon,Kusalik,Engineer,40000,9999-01-01
286760,Sadun,Escriba,Senior Engineer,40000,9999-01-01
286771,Make,Alblas,Senior Engineer,40000,9999-01-01
286777,Garnet,Demos,Senior Staff,80481,9999-01-01
286781,Vesna,Roccetti,Staff,41533,9999-01-01
286790,Snehasis,Diderrich,Engineer,60354,9999-01-01
286795,Tayeb,Luca,Senior Staff,64514,9999-01-01
286811,Radhia,Porenta,Senior Staff,46865,9999-01-01
286827,Yunming,Merey,Senior Staff,78162,9999-01-01
286832,Dharmaraja,Sadowsky,Senior Staff,40000,9999-01-01
286836,Yagil,Roisin,Engineer,55942,9999-01-01
286841,Hidekazu,Zobel,Senior Staff,82984,9999-01-01
286873,Dinah,Lubachevsky,Technique Leader,40000,9999-01-01
286875,Freyja,Wielonsky,Staff,76591,9999-01-01
286878,Sakthirel,Otillio,Staff,92531,9999-01-01
286893,Parke,Yurek,Senior Staff,47582,9999-01-01
286898,Susumu,Grabner,Senior Engineer,40000,9999-01-01
286902,Abdelghani,Cannata,Engineer,40000,9999-01-01
286914,Nalini,Bierbaum,Senior Staff,40000,9999-01-01
286921,Abdelghani,Turnbull,Senior Engineer,43422,9999-01-01
286922,Sreenivas,Luff,Senior Staff,70705,9999-01-01
286939,Arvin,Litzler,Engineer,67028,9999-01-01
286982,Aksel,Ranze,Senior Staff,86065,9999-01-01
286991,Perla,Aloisi,Senior Staff,46913,9999-01-01
286992,Dante,Skafidas,Engineer,58989,9999-01-01
287013,Heng,Asmuth,Staff,51231,9999-01-01
287021,Dharmaraja,Schwaller,Engineer,65886,9999-01-01
287022,Wilmer,Merks,Senior Staff,45345,9999-01-01
287033,Pradeep,Pettey,Senior Staff,71404,9999-01-01
287042,Constantino,Schwartzbauer,Senior Engineer,43450,9999-01-01
287064,Kish,Ratnaker,Engineer,40000,9999-01-01
287076,Almudena,Harnett,Senior Staff,76776,9999-01-01
287078,Fayez,Terlouw,Senior Engineer,61814,9999-01-01
287088,Premsyl,Iacovou,Engineer,40000,9999-01-01
287093,Dietrich,Leslie,Engineer,40741,9999-01-01
287097,Sigeru,Kisuki,Senior Staff,40000,9999-01-01
287101,Florian,Krider,Engineer,40000,9999-01-01
287107,Gao,Benzmuller,Senior Engineer,60643,9999-01-01
287113,Joydip,Maliniak,Senior Staff,87719,9999-01-01
287123,Marko,Benaini,Staff,70981,9999-01-01
287131,Vasiliy,Ghazalie,Senior Staff,64278,9999-01-01
287142,Cedric,McConalogue,Senior Engineer,50756,9999-01-01
287152,Raimond,Comte,Senior Staff,40000,9999-01-01
287161,Gilbert,Parveen,Senior Staff,64792,9999-01-01
287163,Vugranam,Verhaegen,Senior Engineer,40000,9999-01-01
287167,Qunsheng,Toyoshima,Senior Engineer,40000,9999-01-01
287181,Mariusz,Schade,Senior Staff,63653,9999-01-01
287190,Lobel,Malabarba,Senior Engineer,52018,9999-01-01
287196,Djelloul,Zhiwei,Senior Staff,40000,9999-01-01
287213,Geraldo,Mellouli,Senior Staff,53184,9999-01-01
287218,Maris,Swen,Staff,40000,9999-01-01
287221,Saeed,Sinitsyn,Senior Engineer,47599,9999-01-01
287231,Yifei,Shiratori,Senior Staff,58092,9999-01-01
287233,Heping,Murthy,Engineer,51734,9999-01-01
287238,Yoshimitsu,Nooteboom,Senior Engineer,40000,9999-01-01
287245,Junsik,Angot,Senior Staff,40000,9999-01-01
287247,Temple,Michaeli,Senior Engineer,40000,9999-01-01
287249,Richara,Gopalakrishnan,Senior Staff,55108,9999-01-01
287250,Wayne,Aumann,Senior Engineer,49362,9999-01-01
287267,Lunjin,Cummings,Senior Engineer,50463,9999-01-01
287284,Luisa,Camarinopoulos,Senior Engineer,50688,9999-01-01
287293,Gao,Rosch,Senior Staff,70911,9999-01-01
287294,Aria,Vecchi,Senior Staff,40000,9999-01-01
287302,Shawna,Tchuente,Senior Staff,40410,9999-01-01
287318,Nikolaos,Kossowski,Engineer,50752,9999-01-01
287328,Ennio,Keustermans,Senior Engineer,51214,9999-01-01
287347,Noritoshi,Melton,Senior Staff,65319,9999-01-01
287356,Uinam,Delgrossi,Senior Engineer,44198,9999-01-01
287358,Shridhar,Stanfel,Senior Engineer,40000,9999-01-01
287373,Mabry,Beznosov,Engineer,57103,9999-01-01
287388,Zongyan,Mahnke,Staff,49941,9999-01-01
287397,Martien,Pokrovskii,Senior Staff,84205,9999-01-01
287406,Arra,Slutz,Senior Staff,74376,9999-01-01
287423,DAIDA,Pashtan,Senior Engineer,40000,9999-01-01
287437,Kristinn,Salinas,Senior Engineer,40000,9999-01-01
287439,Teunis,Radhakrishnan,Staff,53955,9999-01-01
287446,Abdelaziz,Krichel,Engineer,40000,9999-01-01
287462,Piyawadee,Gomatam,Senior Engineer,40000,9999-01-01
287501,Danai,Thebaut,Senior Staff,41386,9999-01-01
287505,Neelam,Orlowska,Senior Engineer,40000,9999-01-01
287507,Muneo,Plump,Senior Engineer,58533,9999-01-01
287512,Guadalupe,Bashian,Senior Engineer,40000,9999-01-01
287514,Nagui,Kamber,Staff,40000,9999-01-01
287518,Chinhyun,McConalogue,Senior Staff,51177,9999-01-01
287519,Shunichi,Marciano,Senior Staff,56802,9999-01-01
287552,Idoia,Hockney,Senior Staff,72790,9999-01-01
287556,Sachar,Furedi,Senior Staff,59130,9999-01-01
287585,Kwangyoen,Heinisuo,Senior Engineer,67297,9999-01-01
287598,Bader,Jiang,Senior Staff,73204,9999-01-01
287604,Mong,Spieker,Senior Staff,40000,9999-01-01
287605,Masanao,Hebden,Senior Engineer,40000,9999-01-01
287608,Eberhardt,Picco,Assistant Engineer,40000,9999-01-01
287613,Navid,Magalhaes,Senior Staff,71012,9999-01-01
287624,Francesca,Ambroszkiewicz,Senior Staff,88765,9999-01-01
287635,Jagoda,Kamber,Engineer,44181,9999-01-01
287640,Aria,Panienski,Senior Staff,76454,9999-01-01
287641,Yuriy,Riexinger,Senior Engineer,47003,9999-01-01
287646,Otilia,Etalle,Senior Engineer,40000,9999-01-01
287665,Shalesh,Snyers,Technique Leader,49591,9999-01-01
287666,Jaber,Aloia,Senior Staff,57938,9999-01-01
287675,Mark,Baak,Senior Engineer,47852,9999-01-01
287679,Krister,Hebert,Senior Engineer,61044,9999-01-01
287680,Youssef,Rande,Senior Staff,56038,9999-01-01
287687,Francoise,Genin,Senior Engineer,40000,9999-01-01
287696,Jouko,Eiter,Staff,40000,9999-01-01
287711,Amabile,Jansch,Staff,40000,9999-01-01
287716,Babette,Molberg,Senior Staff,75566,9999-01-01
287717,Inderjeet,Mullainathan,Engineer,52980,9999-01-01
287721,Nirmal,Emden,Senior Staff,87784,9999-01-01
287723,Subhada,Fontet,Senior Staff,58753,9999-01-01
287761,Patricia,Pargaonkar,Staff,68410,9999-01-01
287769,Tianruo,Dratva,Senior Staff,40000,9999-01-01
287776,Yuping,Tyugu,Senior Engineer,41840,9999-01-01
287778,Krisda,Suomi,Senior Staff,57049,9999-01-01
287803,Felicidad,Waymire,Engineer,52556,9999-01-01
287812,Anwar,Brizzi,Engineer,40000,9999-01-01
287815,Huiqun,Rodham,Senior Engineer,54494,9999-01-01
287824,Yechezkel,Zaccaria,Technique Leader,40000,9999-01-01
287830,Wuxu,Sullins,Senior Engineer,40000,9999-01-01
287837,Nobuyoshi,Businaro,Senior Engineer,71756,9999-01-01
287838,Sailaja,Lanteri,Senior Staff,62684,9999-01-01
287839,Teunis,Tyugu,Engineer,40000,9999-01-01
287845,Vojin,Farrar,Senior Staff,94596,9999-01-01
287848,Chaosheng,Stroustrup,Senior Engineer,40000,9999-01-01
287876,Yinlin,Hardjono,Senior Staff,78974,9999-01-01
287877,Duro,Trumbly,Senior Engineer,40000,9999-01-01
287878,Masoud,Gihr,Senior Engineer,40000,9999-01-01
287886,Boaz,Khalid,Senior Staff,43512,9999-01-01
287900,Steve,Busillo,Senior Staff,40000,9999-01-01
287901,Selwyn,Huxford,Senior Engineer,66862,9999-01-01
287908,Masaki,Zirintsis,Senior Engineer,46995,9999-01-01
287917,Barry,Rindone,Senior Engineer,52628,9999-01-01
287947,Wanqing,Anily,Senior Staff,54872,9999-01-01
287956,Alenka,Schwaller,Senior Staff,53392,9999-01-01
287966,Danel,Hainaut,Senior Engineer,51770,9999-01-01
287976,Aria,Huttel,Engineer,40000,9999-01-01
287982,Stepehn,Akaboshi,Assistant Engineer,41759,9999-01-01
287985,Uzi,Horswill,Senior Staff,40000,9999-01-01
287986,Conrado,Fortenbacher,Senior Engineer,40000,9999-01-01
287988,Mohua,Pintelas,Staff,40000,9999-01-01
287996,Geraldo,Siprelle,Senior Engineer,40000,9999-01-01
288000,Oscal,Denti,Senior Staff,40000,9999-01-01
288004,Saeed,Templeman,Assistant Engineer,40000,9999-01-01
288011,Naftali,Veccia,Senior Engineer,62960,9999-01-01
288014,Nitsan,Ranft,Senior Engineer,52238,9999-01-01
288027,Michaela,Gide,Senior Engineer,40000,9999-01-01
288032,Gaurav,Fontet,Senior Engineer,46141,9999-01-01
288050,Teiji,Peek,Senior Engineer,46336,9999-01-01
288051,Murthy,Thibadeau,Senior Staff,40000,9999-01-01
288057,Alejandro,Ozeri,Senior Engineer,40000,9999-01-01
288074,Hugo,Rosis,Senior Engineer,42268,9999-01-01
288075,Nectarios,Aloia,Technique Leader,61308,9999-01-01
288099,Xiaoqiu,Huttel,Senior Staff,89866,9999-01-01
288115,Xinyu,Bahl,Senior Engineer,40000,9999-01-01
288136,Chiranjit,Thisen,Senior Engineer,45649,9999-01-01
288138,Iara,Tetzlaff,Senior Staff,102327,9999-01-01
288144,Youngkon,Pehl,Engineer,40000,9999-01-01
288156,Barry,Borstler,Senior Staff,40000,9999-01-01
288161,Kellyn,Luck,Staff,76728,9999-01-01
